"Age","Yds_prev","TD_prev","Int_prev","Int._prev","QBR_prev","Cmp_prev","Att_prev","Cmp._prev","TD._prev","Y.A_prev","AY.A_prev","Y.C_prev","Y.G_prev","Rate_prev","Sk_prev","QBrec_prev","Home.or.Away","Passing.Yards","Temperature","WindSpeed","RoofType","Defense_Passes_Attempted_prev","Defense_Passes_Completed_prev","Defense_Passing_Yards_prev","Defense_TD_Passes_prev","Defense_Ints_prev","Defense_Sacks_prev","snow","rain","clear"
31,694,4,2,2,49.1,64,101,63.4,4,6.9,6.8,10.8,86.8,88.5,6,0.25,0,147,0,0,0,509,308,3351,19,17,22,0,0,1
27,2370,14,10,2.9,44.4,204,342,59.6,4.1,6.9,6.4,11.6,215.5,82.1,25,0.3,0,140,0,0,0,509,308,3351,19,17,22,0,0,1
29,3200,17,5,1.3,68.2,240,389,61.7,4.4,8.2,8.5,13.3,266.7,97,32,0.75,0,280,0,0,0,509,308,3351,19,17,22,0,1,1
27,857,5,10,7,32.8,79,143,55.2,3.5,6,3.5,10.8,142.8,55.6,13,0.2,0,217,0,0,0,434,271,2969,23,10,26,1,0,1
34,3900,36,4,0.8,78.3,324,492,65.9,7.3,7.9,9,12,243.8,111,25,0.875,0,387,0,0,0,434,271,2969,23,10,26,0,0,1
24,654,5,3,3.7,63.2,41,82,50,6.1,8,7.5,16,72.7,82.1,6,0.333333333333333,0,185,1,0,0,434,271,2969,23,10,26,0,0,1
36,3001,12,17,3.8,50.3,266,444,59.9,2.7,6.8,5.6,11.3,214.4,73.2,29,0.428571428571429,0,140,0,0,0,434,271,2969,23,10,26,0,0,1
30,2387,13,8,2.4,49.2,194,329,59,4,7.3,7,12.3,183.6,84.5,33,0.583333333333333,0,323,0,0,0,434,271,2969,23,10,26,0,0,1
26,3705,28,9,1.6,69.8,357,571,62.5,4.9,6.5,6.8,10.4,231.6,91,23,0.8125,0,320,0,0,0,395,248,2779,13,12,22,0,0,1
28,3922,28,11,2.3,69.2,312,475,65.7,5.9,8.3,8.4,12.6,261.5,101.2,31,0.666666666666667,0,308,0,0,0,395,248,2779,13,12,22,0,0,1
36,3001,12,17,3.8,50.3,266,444,59.9,2.7,6.8,5.6,11.3,214.4,73.2,29,0.428571428571429,0,219,0,0,0,395,248,2779,13,12,22,0,0,1
32,4620,33,22,3.3,70.6,448,658,68.1,5,7,6.5,10.3,288.8,90.9,25,0.6875,0,359,0,0,0,395,248,2779,13,12,22,0,0,1
28,3922,28,11,2.3,69.2,312,475,65.7,5.9,8.3,8.4,12.6,261.5,101.2,31,0.666666666666667,0,297,0,0,0,439,279,2916,11,15,27,0,1,1
30,4710,30,13,2.4,68.1,357,541,66,5.5,8.7,8.7,13.2,294.4,101.8,38,0.5625,0,280,0,0,0,439,279,2916,11,15,27,0,0,1
26,3705,28,9,1.6,69.8,357,571,62.5,4.9,6.5,6.8,10.4,231.6,91,23,0.8125,0,319,0,0,0,439,279,2916,11,15,27,0,0,1
23,535,6,1,1,50.5,57,96,59.4,6.3,5.6,6.4,9.4,178.3,91.3,4,0.333333333333333,0,329,0,1,0,439,279,2916,11,15,27,0,0,1
28,341,3,4,6.9,28.3,34,58,58.6,5.2,5.9,3.8,10,113.7,63.9,6,0,0,227,0,0,0,439,279,2916,11,15,27,0,0,1
27,2370,14,10,2.9,44.4,204,342,59.6,4.1,6.9,6.4,11.6,215.5,82.1,25,0.3,0,201,0,0,0,417,271,2971,18,13,21,0,0,1
25,1576,6,9,4.1,53,135,222,60.8,2.7,7.1,5.8,11.7,197,74.5,23,0.25,0,151,0,0,0,417,271,2971,18,13,21,0,1,1
29,3200,17,5,1.3,68.2,240,389,61.7,4.4,8.2,8.5,13.3,266.7,97,32,0.75,0,245,0,1,0,417,271,2971,18,13,21,0,0,1
29,3000,23,15,3.4,50.7,255,441,57.8,5.2,6.8,6.3,11.8,230.8,81.8,24,0.307692307692308,0,199,0,0,0,417,271,2971,18,13,21,0,0,1
26,3622,25,10,2,60.1,306,489,62.6,5.1,7.4,7.5,11.8,226.4,93.6,40,0.75,0,158,0,0,0,404,247,3036,21,15,21,0,1,1
26,3301,15,19,3.9,46.9,301,490,61.4,3.1,6.7,5.6,11,220.1,75.4,30,0.428571428571429,0,255,0,0,0,404,247,3036,21,15,21,0,0,1
36,3001,12,17,3.8,50.3,266,444,59.9,2.7,6.8,5.6,11.3,214.4,73.2,29,0.428571428571429,0,220,0,1,0,404,247,3036,21,15,21,0,1,1
23,535,6,1,1,50.5,57,96,59.4,6.3,5.6,6.4,9.4,178.3,91.3,4,0.333333333333333,0,240,0,0,0,440,297,3475,28,18,28,0,0,1
27,857,5,10,7,32.8,79,143,55.2,3.5,6,3.5,10.8,142.8,55.6,13,0.2,0,288,0,0,0,440,297,3475,28,18,28,0,0,1
28,341,3,4,6.9,28.3,34,58,58.6,5.2,5.9,3.8,10,113.7,63.9,6,0,0,221,0,0,0,440,297,3475,28,18,28,0,0,1
30,4002,31,25,4.6,61.1,339,539,62.9,5.8,7.4,6.5,11.8,250.1,85.3,16,0.625,0,400,0,0,0,440,297,3475,28,18,28,0,0,1
29,3000,23,15,3.4,50.7,255,441,57.8,5.2,6.8,6.3,11.8,230.8,81.8,24,0.307692307692308,0,146,0,0,0,440,297,3475,28,18,28,0,0,1
23,535,6,1,1,50.5,57,96,59.4,6.3,5.6,6.4,9.4,178.3,91.3,4,0.333333333333333,0,267,0,0,0,376,230,3060,21,8,19,0,0,1
30,2387,13,8,2.4,49.2,194,329,59,4,7.3,7,12.3,183.6,84.5,33,0.583333333333333,0,105,0,0,0,376,230,3060,21,8,19,0,1,1
34,3900,36,4,0.8,78.3,324,492,65.9,7.3,7.9,9,12,243.8,111,25,0.875,0,320,0,0,0,376,230,3060,21,8,19,0,0,1
30,4710,30,13,2.4,68.1,357,541,66,5.5,8.7,8.7,13.2,294.4,101.8,38,0.5625,0,250,0,0,0,376,230,3060,21,8,19,0,0,1
29,3116,27,7,1.6,60.1,262,450,58.2,6,6.9,7.4,11.9,207.7,93,26,0.666666666666667,0,133,0,0,1,364,242,2729,20,10,32,0,0,1
30,4710,30,13,2.4,68.1,357,541,66,5.5,8.7,8.7,13.2,294.4,101.8,38,0.5625,0,299,0,0,1,364,242,2729,20,10,32,0,0,1
26,3705,28,9,1.6,69.8,357,571,62.5,4.9,6.5,6.8,10.4,231.6,91,23,0.8125,0,218,0,0,1,364,242,2729,20,10,32,0,0,1
28,3274,23,16,3.7,51.1,261,432,60.4,5.3,7.6,7,12.5,218.3,86.3,52,0.666666666666667,0,249,0,0,1,364,242,2729,20,10,32,0,0,1
27,2370,14,10,2.9,44.4,204,342,59.6,4.1,6.9,6.4,11.6,215.5,82.1,25,0.3,0,125,0,0,1,364,242,2729,20,10,32,0,0,1
28,3922,28,11,2.3,69.2,312,475,65.7,5.9,8.3,8.4,12.6,261.5,101.2,31,0.666666666666667,0,307,0,0,1,364,242,2729,20,10,32,0,0,1
25,1576,6,9,4.1,53,135,222,60.8,2.7,7.1,5.8,11.7,197,74.5,23,0.25,0,146,0,0,0,347,226,2821,23,6,16,0,0,1
26,3705,28,9,1.6,69.8,357,571,62.5,4.9,6.5,6.8,10.4,231.6,91,23,0.8125,0,267,0,0,0,347,226,2821,23,6,16,0,1,1
29,3200,17,5,1.3,68.2,240,389,61.7,4.4,8.2,8.5,13.3,266.7,97,32,0.75,0,206,0,0,0,347,226,2821,23,6,16,0,0,1
30,2387,13,8,2.4,49.2,194,329,59,4,7.3,7,12.3,183.6,84.5,33,0.583333333333333,0,190,0,0,0,347,226,2821,23,6,16,0,1,1
36,3001,12,17,3.8,50.3,266,444,59.9,2.7,6.8,5.6,11.3,214.4,73.2,29,0.428571428571429,0,223,0,0,0,412,271,2837,16,8,26,0,0,1
29,3116,27,7,1.6,60.1,262,450,58.2,6,6.9,7.4,11.9,207.7,93,26,0.666666666666667,0,257,0,0,0,412,271,2837,16,8,26,0,0,1
29,3200,17,5,1.3,68.2,240,389,61.7,4.4,8.2,8.5,13.3,266.7,97,32,0.75,0,364,0,0,0,412,271,2837,16,8,26,0,1,1
26,3705,28,9,1.6,69.8,357,571,62.5,4.9,6.5,6.8,10.4,231.6,91,23,0.8125,0,275,0,0,0,412,271,2837,16,8,26,0,0,1
25,1576,6,9,4.1,53,135,222,60.8,2.7,7.1,5.8,11.7,197,74.5,23,0.25,0,211,0,0,0,412,271,2837,16,8,26,0,1,1
24,654,5,3,3.7,63.2,41,82,50,6.1,8,7.5,16,72.7,82.1,6,0.333333333333333,0,161,0,0,0,377,229,2785,18,8,32,0,0,1
32,3970,26,20,3.4,54.6,362,586,61.8,4.4,6.8,6.1,11,248.1,82.4,26,0.25,0,273,0,1,0,377,229,2785,18,8,32,0,0,1
30,4370,24,12,2.1,62.9,365,574,63.6,4.2,7.6,7.5,12,273.1,92,32,0.375,0,230,0,0,0,377,229,2785,18,8,32,0,0,1
29,3000,23,15,3.4,50.7,255,441,57.8,5.2,6.8,6.3,11.8,230.8,81.8,24,0.307692307692308,0,209,0,0,0,377,229,2785,18,8,32,0,1,1
34,3900,36,4,0.8,78.3,324,492,65.9,7.3,7.9,9,12,243.8,111,25,0.875,0,517,0,0,0,377,229,2785,18,8,32,0,0,1
32,4620,33,22,3.3,70.6,448,658,68.1,5,7,6.5,10.3,288.8,90.9,25,0.6875,0,412,0,0,1,417,266,2905,21,12,25,0,0,1
23,535,6,1,1,50.5,57,96,59.4,6.3,5.6,6.4,9.4,178.3,91.3,4,0.333333333333333,0,378,0,0,1,417,266,2905,21,12,25,0,0,1
32,3970,26,20,3.4,54.6,362,586,61.8,4.4,6.8,6.1,11,248.1,82.4,26,0.25,0,164,0,0,1,417,266,2905,21,12,25,0,0,1
28,3922,28,11,2.3,69.2,312,475,65.7,5.9,8.3,8.4,12.6,261.5,101.2,31,0.666666666666667,0,335,0,0,1,417,266,2905,21,12,25,0,0,1
24,654,5,3,3.7,63.2,41,82,50,6.1,8,7.5,16,72.7,82.1,6,0.333333333333333,0,202,0,0,1,417,266,2905,21,12,25,0,0,1
27,1197,7,7,3.7,46.4,115,189,60.8,3.7,6.3,5.4,10.4,171,76.1,15,0.4,0,232,0,0,1,417,266,2905,21,12,25,0,0,1
30,4002,31,25,4.6,61.1,339,539,62.9,5.8,7.4,6.5,11.8,250.1,85.3,16,0.625,0,250,0,0,0,548,350,3964,22,22,32,0,0,1
27,857,5,10,7,32.8,79,143,55.2,3.5,6,3.5,10.8,142.8,55.6,13,0.2,0,281,1,0,0,548,350,3964,22,22,32,0,0,1
30,4710,30,13,2.4,68.1,357,541,66,5.5,8.7,8.7,13.2,294.4,101.8,38,0.5625,0,378,0,0,0,548,350,3964,22,22,32,0,0,1
28,3274,23,16,3.7,51.1,261,432,60.4,5.3,7.6,7,12.5,218.3,86.3,52,0.666666666666667,0,244,0,0,1,348,220,2425,9,6,21,0,0,1
26,3705,28,9,1.6,69.8,357,571,62.5,4.9,6.5,6.8,10.4,231.6,91,23,0.8125,0,373,0,0,1,348,220,2425,9,6,21,0,0,1
30,4002,31,25,4.6,61.1,339,539,62.9,5.8,7.4,6.5,11.8,250.1,85.3,16,0.625,0,406,0,0,1,348,220,2425,9,6,21,0,0,1
23,535,6,1,1,50.5,57,96,59.4,6.3,5.6,6.4,9.4,178.3,91.3,4,0.333333333333333,0,408,0,0,1,348,220,2425,9,6,21,0,0,1
30,4370,24,12,2.1,62.9,365,574,63.6,4.2,7.6,7.5,12,273.1,92,32,0.375,0,373,0,0,1,348,220,2425,9,6,21,0,0,1
24,654,5,3,3.7,63.2,41,82,50,6.1,8,7.5,16,72.7,82.1,6,0.333333333333333,0,124,0,0,0,445,235,3152,27,11,44,0,0,1
23,535,6,1,1,50.5,57,96,59.4,6.3,5.6,6.4,9.4,178.3,91.3,4,0.333333333333333,0,391,0,0,0,445,235,3152,27,11,44,0,0,1
25,1576,6,9,4.1,53,135,222,60.8,2.7,7.1,5.8,11.7,197,74.5,23,0.25,0,215,0,0,0,445,235,3152,27,11,44,0,0,1
34,3900,36,4,0.8,78.3,324,492,65.9,7.3,7.9,9,12,243.8,111,25,0.875,0,226,0,0,0,445,235,3152,27,11,44,0,0,1
29,3116,27,7,1.6,60.1,262,450,58.2,6,6.9,7.4,11.9,207.7,93,26,0.666666666666667,0,161,0,0,0,445,235,3152,27,11,44,0,0,1
30,4002,31,25,4.6,61.1,339,539,62.9,5.8,7.4,6.5,11.8,250.1,85.3,16,0.625,0,254,0,0,0,428,256,2938,24,17,31,0,0,1
27,2370,14,10,2.9,44.4,204,342,59.6,4.1,6.9,6.4,11.6,215.5,82.1,25,0.3,0,291,0,0,0,428,256,2938,24,17,31,0,1,1
34,3900,36,4,0.8,78.3,324,492,65.9,7.3,7.9,9,12,243.8,111,25,0.875,0,361,0,0,0,428,256,2938,24,17,31,0,0,1
28,3274,23,16,3.7,51.1,261,432,60.4,5.3,7.6,7,12.5,218.3,86.3,52,0.666666666666667,0,208,0,0,0,428,256,2938,24,17,31,0,0,1
25,1576,6,9,4.1,53,135,222,60.8,2.7,7.1,5.8,11.7,197,74.5,23,0.25,0,209,1,0,0,454,278,3004,14,17,34,0,0,0
34,3900,36,4,0.8,78.3,324,492,65.9,7.3,7.9,9,12,243.8,111,25,0.875,0,198,0,0,0,454,278,3004,14,17,34,0,0,0
28,341,3,4,6.9,28.3,34,58,58.6,5.2,5.9,3.8,10,113.7,63.9,6,0,0,159,0,0,0,454,278,3004,14,17,34,0,0,0
28,125,0,0,0,9.7,13,26,50,0,4.8,4.8,9.6,12.5,63.8,4,1,0,91,0,0,0,454,278,3004,14,17,34,0,0,0
36,3001,12,17,3.8,50.3,266,444,59.9,2.7,6.8,5.6,11.3,214.4,73.2,29,0.428571428571429,0,262,0,0,0,454,278,3004,14,17,34,0,0,0
26,3622,25,10,2,60.1,306,489,62.6,5.1,7.4,7.5,11.8,226.4,93.6,40,0.75,0,300,0,0,0,454,278,3004,14,17,34,0,0,0
26,3622,25,10,2,60.1,306,489,62.6,5.1,7.4,7.5,11.8,226.4,93.6,40,0.75,0,226,0,0,0,418,251,2831,17,16,40,0,0,1
28,3922,28,11,2.3,69.2,312,475,65.7,5.9,8.3,8.4,12.6,261.5,101.2,31,0.666666666666667,0,247,0,0,0,418,251,2831,17,16,40,0,1,1
24,654,5,3,3.7,63.2,41,82,50,6.1,8,7.5,16,72.7,82.1,6,0.333333333333333,0,143,0,0,0,418,251,2831,17,16,40,0,0,1
32,3970,26,20,3.4,54.6,362,586,61.8,4.4,6.8,6.1,11,248.1,82.4,26,0.25,0,299,0,0,0,418,251,2831,17,16,40,0,0,1
29,3000,23,15,3.4,50.7,255,441,57.8,5.2,6.8,6.3,11.8,230.8,81.8,24,0.307692307692308,0,176,0,0,0,418,251,2831,17,16,40,0,0,1
29,3116,27,7,1.6,60.1,262,450,58.2,6,6.9,7.4,11.9,207.7,93,26,0.666666666666667,0,176,0,0,0,418,251,2831,17,16,40,0,0,1
26,3301,15,19,3.9,46.9,301,490,61.4,3.1,6.7,5.6,11,220.1,75.4,30,0.428571428571429,0,27,0,0,0,418,251,2831,17,16,40,0,0,1
27,2370,14,10,2.9,44.4,204,342,59.6,4.1,6.9,6.4,11.6,215.5,82.1,25,0.3,0,179,0,0,0,446,256,3375,24,9,25,0,0,1
27,1197,7,7,3.7,46.4,115,189,60.8,3.7,6.3,5.4,10.4,171,76.1,15,0.4,0,252,0,0,0,446,256,3375,24,9,25,0,1,1
26,3705,28,9,1.6,69.8,357,571,62.5,4.9,6.5,6.8,10.4,231.6,91,23,0.8125,0,291,0,0,0,446,256,3375,24,9,25,0,1,1
28,1255,10,3,1.9,59.8,93,156,59.6,6.4,8,8.5,13.5,139.4,98.6,13,0.5,0,208,0,0,0,446,256,3375,24,9,25,0,0,1
26,3622,25,10,2,60.1,306,489,62.6,5.1,7.4,7.5,11.8,226.4,93.6,40,0.75,0,255,0,0,0,446,256,3375,24,9,25,0,0,1
28,341,3,4,6.9,28.3,34,58,58.6,5.2,5.9,3.8,10,113.7,63.9,6,0,0,148,0,0,1,386,225,2484,15,11,31,0,0,1
26,3622,25,10,2,60.1,306,489,62.6,5.1,7.4,7.5,11.8,226.4,93.6,40,0.75,0,389,0,0,1,386,225,2484,15,11,31,0,0,1
32,4620,33,22,3.3,70.6,448,658,68.1,5,7,6.5,10.3,288.8,90.9,25,0.6875,0,269,0,0,1,386,225,2484,15,11,31,0,0,1
30,4370,24,12,2.1,62.9,365,574,63.6,4.2,7.6,7.5,12,273.1,92,32,0.375,0,242,0,0,0,367,221,2532,19,17,12,0,0,1
26,3705,28,9,1.6,69.8,357,571,62.5,4.9,6.5,6.8,10.4,231.6,91,23,0.8125,0,330,0,0,0,367,221,2532,19,17,12,0,1,1
23,535,6,1,1,50.5,57,96,59.4,6.3,5.6,6.4,9.4,178.3,91.3,4,0.333333333333333,0,305,0,0,0,367,221,2532,19,17,12,0,0,1
32,4620,33,22,3.3,70.6,448,658,68.1,5,7,6.5,10.3,288.8,90.9,25,0.6875,0,383,0,0,0,367,221,2532,19,17,12,0,0,1
30,4370,24,12,2.1,62.9,365,574,63.6,4.2,7.6,7.5,12,273.1,92,32,0.375,0,296,0,0,0,520,344,3506,19,12,29,0,0,1
32,4620,33,22,3.3,70.6,448,658,68.1,5,7,6.5,10.3,288.8,90.9,25,0.6875,0,337,0,0,0,520,344,3506,19,12,29,0,0,1
26,3622,25,10,2,60.1,306,489,62.6,5.1,7.4,7.5,11.8,226.4,93.6,40,0.75,0,197,0,0,0,520,344,3506,19,12,29,0,0,1
27,1197,7,7,3.7,46.4,115,189,60.8,3.7,6.3,5.4,10.4,171,76.1,15,0.4,0,251,0,0,0,459,295,3518,20,12,26,0,0,1
34,3900,36,4,0.8,78.3,324,492,65.9,7.3,7.9,9,12,243.8,111,25,0.875,0,357,0,0,0,459,295,3518,20,12,26,0,0,1
27,2370,14,10,2.9,44.4,204,342,59.6,4.1,6.9,6.4,11.6,215.5,82.1,25,0.3,0,200,0,0,0,459,295,3518,20,12,26,0,0,1
30,4002,31,25,4.6,61.1,339,539,62.9,5.8,7.4,6.5,11.8,250.1,85.3,16,0.625,0,268,0,0,0,459,295,3518,20,12,26,0,1,1
24,5038,41,16,2.4,61.6,421,663,63.5,6.2,7.6,7.7,12,314.9,97.2,36,0.625,0,246,0,0,0,404,237,2783,13,7,29,0,0,1
29,2319,13,7,2.2,63.6,182,314,58,4.1,7.4,7.2,12.7,231.9,85.7,23,0.7,0,146,0,0,0,404,237,2783,13,7,29,0,0,1
28,3144,17,5,1.1,53,273,445,61.3,3.8,7.1,7.3,11.5,196.5,90.7,44,0.8125,0,232,0,0,0,404,237,2783,13,7,29,0,0,1
30,3832,24,23,4,50.5,353,569,62,4.2,6.7,5.8,10.9,239.5,79.1,22,0.375,0,153,0,0,0,404,237,2783,13,7,29,0,0,1
31,4933,29,16,2.7,64,359,589,61,4.9,8.4,8.1,13.7,308.3,92.9,28,0.5625,0,161,0,0,1,464,278,3423,21,14,30,0,0,1
23,4051,21,17,3.3,58.1,310,517,60,4.1,7.8,7.2,13.1,253.2,84.5,35,0.375,0,215,0,0,1,464,278,3423,21,14,30,0,0,1
33,2753,13,16,4.9,55.7,199,328,60.7,4,8.4,7,13.8,275.3,80.5,17,0.444444444444444,0,353,0,0,1,464,278,3423,21,14,30,0,0,1
36,4700,33,17,2.5,75.7,450,679,66.3,4.9,6.9,6.8,10.4,293.8,91.9,16,0.625,0,241,0,0,1,464,278,3423,21,14,30,0,0,1
33,5476,46,14,2.1,83,468,657,71.2,7,8.3,8.8,11.7,342.3,110.6,24,0.8125,0,341,0,0,1,464,278,3423,21,14,30,0,0,1
36,4700,33,17,2.5,75.7,450,679,66.3,4.9,6.9,6.8,10.4,293.8,91.9,16,0.625,0,204,0,0,0,467,261,3145,10,13,41,0,0,1
38,208,0,1,4.2,22.5,15,24,62.5,0,8.7,6.8,13.9,52,72.9,2,1,0,276,0,0,0,467,261,3145,10,13,41,0,0,1
33,2753,13,16,4.9,55.7,199,328,60.7,4,8.4,7,13.8,275.3,80.5,17,0.444444444444444,0,368,0,0,0,467,261,3145,10,13,41,0,0,1
35,5235,39,12,2,75.2,401,611,65.6,6.4,8.6,9,13.1,327.2,105.6,32,0.8125,0,335,0,0,0,467,261,3145,10,13,41,0,0,1
31,4933,29,16,2.7,64,359,589,61,4.9,8.4,8.1,13.7,308.3,92.9,28,0.5625,0,150,0,0,0,467,261,3145,10,13,41,0,0,1
25,3398,20,13,2.5,46.9,300,516,58.1,3.9,6.6,6.2,11.3,212.4,80.4,24,0.5625,0,221,0,0,0,467,261,3145,10,13,41,0,0,1
35,5235,39,12,2,75.2,401,611,65.6,6.4,8.6,9,13.1,327.2,105.6,32,0.8125,0,340,0,0,0,418,261,3244,22,18,28,0,0,1
37,3571,18,14,2.7,51.4,319,518,61.6,3.5,6.9,6.4,11.2,223.2,82.4,19,0.5625,0,205,0,1,0,418,261,3244,22,18,28,0,0,1
27,868,4,4,3.6,62.8,64,112,57.1,3.6,7.8,6.9,13.6,217,79,11,0,0,202,0,1,0,418,261,3244,22,18,28,0,1,1
30,1713,10,9,3.3,54.7,160,269,59.5,3.7,6.4,5.6,10.7,190.3,76.6,22,0.444444444444444,0,301,0,0,0,418,261,3244,22,18,28,0,0,1
33,5476,46,14,2.1,83,468,657,71.2,7,8.3,8.8,11.7,342.3,110.6,24,0.8125,0,325,0,0,0,425,274,3616,26,12,26,0,1,1
27,4177,29,12,2.1,69.1,347,566,61.3,5.1,7.4,7.5,12,261.1,92.2,26,0.625,0,342,0,0,0,425,274,3616,26,12,26,0,0,1
33,2753,13,16,4.9,55.7,199,328,60.7,4,8.4,7,13.8,275.3,80.5,17,0.444444444444444,0,31,0,0,0,425,274,3616,26,12,26,0,0,1
36,4700,33,17,2.5,75.7,450,679,66.3,4.9,6.9,6.8,10.4,293.8,91.9,16,0.625,0,301,0,0,0,425,274,3616,26,12,26,0,0,1
31,4933,29,16,2.7,64,359,589,61,4.9,8.4,8.1,13.7,308.3,92.9,28,0.5625,0,288,0,0,0,425,274,3616,26,12,26,0,0,1
24,1853,13,13,4.5,33.4,158,291,54.3,4.5,6.4,5.3,11.7,168.5,70.1,30,0.2,0,159,0,0,0,554,335,3832,20,16,27,0,0,1
24,5038,41,16,2.4,61.6,421,663,63.5,6.2,7.6,7.7,12,314.9,97.2,36,0.625,0,263,0,0,0,554,335,3832,20,16,27,0,1,1
29,4643,45,6,1.2,84.5,343,502,68.3,9,9.2,10.5,13.5,309.5,122.5,36,0.933333333333333,0,291,0,0,0,554,335,3832,20,16,27,0,0,1
31,2479,15,6,2.1,72.9,178,292,61,5.1,8.5,8.6,13.9,247.9,96.8,16,0.7,0,95,0,0,0,554,335,3832,20,16,27,0,1,1
23,4051,21,17,3.3,58.1,310,517,60,4.1,7.8,7.2,13.1,253.2,84.5,35,0.375,0,314,0,1,0,554,335,3832,20,16,27,0,0,1
36,4700,33,17,2.5,75.7,450,679,66.3,4.9,6.9,6.8,10.4,293.8,91.9,16,0.625,0,291,0,0,0,488,292,3313,19,7,38,0,0,1
27,3610,20,12,2.2,62.5,312,542,57.6,3.7,6.7,6.4,11.6,225.6,80.9,31,0.75,0,34,1,0,0,488,292,3313,19,7,38,0,0,1
30,4077,21,14,2.7,65,324,513,63.2,4.1,7.9,7.5,12.6,271.8,90.1,40,0.733333333333333,0,278,0,0,0,488,292,3313,19,7,38,0,0,1
33,2753,13,16,4.9,55.7,199,328,60.7,4,8.4,7,13.8,275.3,80.5,17,0.444444444444444,0,146,0,0,0,488,292,3313,19,7,38,0,0,1
31,4933,29,16,2.7,64,359,589,61,4.9,8.4,8.1,13.7,308.3,92.9,28,0.5625,0,215,0,0,0,488,292,3313,19,7,38,0,0,1
27,3610,20,12,2.2,62.5,312,542,57.6,3.7,6.7,6.4,11.6,225.6,80.9,31,0.75,0,153,0,0,0,302,177,2175,11,5,18,0,1,1
28,1339,8,7,2.7,42.7,136,256,53.1,3.1,5.2,4.6,9.8,133.9,67.2,19,0.222222222222222,0,159,0,0,0,302,177,2175,11,5,18,0,1,1
38,208,0,1,4.2,22.5,15,24,62.5,0,8.7,6.8,13.9,52,72.9,2,1,0,199,0,0,0,302,177,2175,11,5,18,0,0,1
31,4624,27,20,3.4,64.1,366,582,62.9,4.6,7.9,7.3,12.6,289,88.7,30,0.5,0,154,0,1,0,302,177,2175,11,5,18,0,1,1
30,3832,24,23,4,50.5,353,569,62,4.2,6.7,5.8,10.9,239.5,79.1,22,0.375,0,208,0,0,0,302,177,2175,11,5,18,0,1,1
25,3398,20,13,2.5,46.9,300,516,58.1,3.9,6.6,6.2,11.3,212.4,80.4,24,0.5625,0,381,0,1,0,302,177,2175,11,5,18,0,1,1
33,5476,46,14,2.1,83,468,657,71.2,7,8.3,8.8,11.7,342.3,110.6,24,0.8125,0,446,0,0,0,399,246,3124,18,12,29,0,0,1
29,2319,13,7,2.2,63.6,182,314,58,4.1,7.4,7.2,12.7,231.9,85.7,23,0.7,0,275,0,0,0,399,246,3124,18,12,29,0,0,1
30,4077,21,14,2.7,65,324,513,63.2,4.1,7.9,7.5,12.6,271.8,90.1,40,0.733333333333333,0,339,0,0,0,399,246,3124,18,12,29,0,0,1
31,4933,29,16,2.7,64,359,589,61,4.9,8.4,8.1,13.7,308.3,92.9,28,0.5625,0,192,0,0,0,399,246,3124,18,12,29,0,0,1
28,1339,8,7,2.7,42.7,136,256,53.1,3.1,5.2,4.6,9.8,133.9,67.2,19,0.222222222222222,0,49,1,0,0,494,309,3735,24,8,38,0,0,1
33,2753,13,16,4.9,55.7,199,328,60.7,4,8.4,7,13.8,275.3,80.5,17,0.444444444444444,0,202,0,0,0,494,309,3735,24,8,38,0,0,1
31,2479,15,6,2.1,72.9,178,292,61,5.1,8.5,8.6,13.9,247.9,96.8,16,0.7,0,290,0,0,0,494,309,3735,24,8,38,0,0,1
30,4077,21,14,2.7,65,324,513,63.2,4.1,7.9,7.5,12.6,271.8,90.1,40,0.733333333333333,0,245,0,0,0,494,309,3735,24,8,38,0,0,1
33,5476,46,14,2.1,83,468,657,71.2,7,8.3,8.8,11.7,342.3,110.6,24,0.8125,0,213,0,0,0,494,309,3735,24,8,38,0,0,1
31,4624,27,20,3.4,64.1,366,582,62.9,4.6,7.9,7.3,12.6,289,88.7,30,0.5,0,258,0,1,0,494,309,3735,24,8,38,0,0,1
27,4177,29,12,2.1,69.1,347,566,61.3,5.1,7.4,7.5,12,261.1,92.2,26,0.625,0,279,0,0,1,474,291,3294,21,17,34,0,0,1
29,4643,45,6,1.2,84.5,343,502,68.3,9,9.2,10.5,13.5,309.5,122.5,36,0.933333333333333,0,236,0,0,1,474,291,3294,21,17,34,0,0,1
31,2479,15,6,2.1,72.9,178,292,61,5.1,8.5,8.6,13.9,247.9,96.8,16,0.7,0,315,0,0,1,474,291,3294,21,17,34,0,0,1
29,2319,13,7,2.2,63.6,182,314,58,4.1,7.4,7.2,12.7,231.9,85.7,23,0.7,0,257,0,0,1,474,291,3294,21,17,34,0,0,1
24,1853,13,13,4.5,33.4,158,291,54.3,4.5,6.4,5.3,11.7,168.5,70.1,30,0.2,0,111,0,0,1,474,291,3294,21,17,34,0,0,1
27,3610,20,12,2.2,62.5,312,542,57.6,3.7,6.7,6.4,11.6,225.6,80.9,31,0.75,0,147,0,0,0,470,246,2932,16,14,36,0,0,1
30,3832,24,23,4,50.5,353,569,62,4.2,6.7,5.8,10.9,239.5,79.1,22,0.375,0,239,0,0,0,470,246,2932,16,14,36,0,0,1
23,2214,12,11,2.7,22.1,210,413,50.8,2.9,5.4,4.7,10.5,147.6,65.4,40,0.285714285714286,0,24,0,0,0,470,246,2932,16,14,36,0,0,1
